name,years_active,session_count,companies,roles,sample_sessions,avatar_url,email,linkedin,twitter,notes
avatar for Nina Hale,2018,1,Nina Hale,,"The Lifecycle of a Brand: Building Stories that Start, Scale, Sustain, and Sell ",//avatars.sched.co/a/24/5916041/avatar.jpg?602,,,,
avatar for Nolo’s Kitchen & Bar (Host),2018,1,,,You Better Have A Trademark,//avatars.sched.co/9/e2/6168685/avatar.jpg?fc3,,,,
avatar for Ocrolus,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/3/2b/6324141/avatar.jpg?06a,,,,
avatar for Olivia Mortensen,2023,1,Mortensen Designs,,Design Secrets for Startups,//avatars.sched.co/b/c6/19182258/avatar.jpg?2af,,,,
avatar for Pachee Vang,2023,1,"The Social LightsWith my extensive experience as a Senior Content Creator in marketing and advertising, I possess a distinct skillset that sets me apart. I excel in content creation, food styling, video editing, and Adobe Creative Suite. This enables me to produce top-notch content that effectively...Read More →",,Creating Impactful Content for Social Media,//avatars.sched.co/6/d9/19314324/avatar.jpg?ee9,,,,
avatar for Pamela A. Curran,2018,1,"Messerli KramerPamela Curran is a member of Messerli Kramer’s Business Services group and focuses her practice on corporate law, mergers and acquisitions and intellectual property & technology. With over 20 years of experience, Pam has the background needed to guide companies through major transactions...Read More →",,Preparing Your Startup For Investment,//avatars.sched.co/2/28/5914879/avatar.jpg?a8d,,,,
avatar for Pamela York,2018,2,"Capita3Pamela York is a serial entrepreneur, investor, and inventor with successes in several industries. She is the Founding General Partner of CAPITA3, an early stage venture capital group focused on women-led companies in health sectors.",,Just Build It; Female Founders: Confidence is your Game Changer,//avatars.sched.co/9/e4/5912601/avatar.jpg?869,,,,
avatar for Pat Dillon,2018,2,"MNSBIR, Minnesota High Tech AssociationPat Dillon has facilitated more than $100M in SBIR/STTR funding since 1994. As the “go-to-person” in Minnesota, Pat is a recognized leader and supporter of innovation and entrepreneurship nationally. She is a 1999 recipient of the prestigious Small Business Administration’s...Read More →",,How to Finance Your Startup; Non-Dilutive Funding for Commercialization,//avatars.sched.co/c/55/4440712/avatar.jpg?110,,,,
avatar for Patrice Kloss,2018,1,"Fox Rothschild LLPPatrice advises emerging businesses and venture capital investors in a broad range of capital financings, mergers and acquisitions and securities compliance.",,Protecting Your IP and Preparing for Financing,//avatars.sched.co/9/38/5912236/avatar.jpg?08c,,,,
avatar for Patricia Tatro,2023,1,CLA (CliftonLarsonAllen LLP),,Strategies for Business Growth and Funding,//avatars.sched.co/a/0c/19180241/avatar.jpg?c8f,,,,
avatar for Patrick Hodgdon,2018,1,Story SprintsPatrick is the Co-founder and Chief Storyteller at Story Sprints helping founders tell a compelling story that converts their customers.,,Sprint Before You Hack: A Story Sprint Workshop to Prepare You For Successful Gr,//avatars.sched.co/6/a8/5912788/avatar.jpg?374,,,,
avatar for Patrick Parker,2018,1,Native American Community ClinicPatrick is a licensed psychotherapist and has been working with individuals using Cognitive and Dialectical Behavioral Therapy techniques to solve struggles and find strength and answers within themselves. Patrick works with individuals focusing on looking ahead and solving problems...Read More →,,MH + HR: Guiding mental health conversations at work,//avatars.sched.co/c/92/5956093/avatar.jpg?545,,,,
avatar for Patterson Thuente (Host),2018,1,,,Why Your Intellectual Property (IP) is Your Most Valuable Asset,//avatars.sched.co/1/1a/6078190/avatar.jpg?1be,,,,
avatar for Paul Charchian,2018,1,League Safe,,Play the Odds: The Future and Impact of Sports Betting,//avatars.sched.co/2/dd/6018706/avatar.jpg?4a4,,,,
avatar for Paul DeBettignies,2023,1,"Launch Hiring, LLCPaul DeBettignies is better known online as Minnesota Headhunter. Recognized as a Talent Leader, depending on the project he is working on, titles like Senior Tech Recruiter, Senior People Operations Consultant, Principal Talent Advisor are frequently used.For 25+ years Paul has built software, tech, product and digital teams with startups and tech companies throughout the country with a focus on Minnesota and the Midwest and creates recruiting strategies for Fortune 500 clients. Paul is the author of “Minnesota Headhunter” (the...Read More →",,Recruiting for Startups,//avatars.sched.co/2/83/2556751/avatar.jpg?c98,,,,
avatar for Paul Taylor,2018,1,"Serial Mentors Ltd.Paul Taylor is inn the tenth year of his fourth career.  Taylor is active as a mentor with the MN Cup,  Clean Tech Open,  Techstars Farm to Fork and Gener8tor.  Taylor describes himself as a Serial Mentor with the ""Rolodex of Kings"".",,Mentor Morning,//avatars.sched.co/8/28/5914762/avatar.jpg?7bb,,,,
"avatar for Pearce McCarty, MD, MBA",2023,1,"MD, MBACo-Founder | Chief Medical Officer, DOCSITalk to Pearce about healthcare, medical device and healthcare IT topics, as well as early stage investment in the healthcare space.Pearce is an experienced orthopedic surgeon, entrepreneur and health care leader passionate about making health care more efficient, affordable and higher quality for patients. He holds multiple medical device patents and founded a healthcare IT company in 2021, DOCSI, devoted to...Read More →",,Crafting Success: The Startup's Journey from Concept to Customer,//avatars.sched.co/1/59/19268267/avatar.jpg?b94,,,,
avatar for Pensio,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/f/1e/6324157/avatar.jpg?6ca,,,,
avatar for Peter Hill Design (Host),2018,1,,,Voice Is The New Playground For Brands,//avatars.sched.co/5/60/6078589/avatar.jpg?1b8,,,,
avatar for Phillip Andersen,2018,1,"CludoPhilip Andersen is a Danish technology executive with a track record of developing innovative and widely adopted software platforms. He is currently the Chief Executive Officer of Cludo, an intelligent site search and insights SaaS platform used by organizations worldwide. Philip...Read More →",,Panel: The Future of Marketing in the Age of Machine Learning,//avatars.sched.co/e/8a/5914645/avatar.jpg?4c0,,,,
avatar for Pitchwell (Host),2018,2,,,"Perfect your Pitch: Nail your Story, your Deck, and your Delivery *External Regi; 5 Common Pitch Mistakes - And What to Do Instead",//avatars.sched.co/5/d0/6078043/avatar.jpg?1f2,,,,
avatar for Plug and Play,2018,2,,,Funding - What do investors looks for? *External Registration Required*; The Best from the Midwest - Discussion between Accelerator Leaders *External Reg,//avatars.sched.co/d/ef/6250827/avatar.jpg?1a4,,,,
avatar for Popup Think Tank (Host),2018,1,,,You're Necessary and Next: How a Brief History of Everything Will Inspire You to,//avatars.sched.co/5/68/6169081/avatar.jpg?40e,,,,
avatar for Power of 100 MSP (Host),2018,1,,,Power of 100 MSP Pitchfest *External Registration Required*,//avatars.sched.co/a/20/6078253/avatar.jpg?916,,,,
avatar for Precious Drew,2018,1,"PERK: The Natural Beauty LabIf Precious Drew’s name is familiar, it may be because she was recently named a FINNOVATION Fellow, Precious is a co-founder of PERK: The Natural Beauty Lab. PERK is committed to sustainability by upcycling fair-trade coffee grounds from local coffee shops to create natural skincare...Read More →",,Social Entrepreneur Live!,//avatars.sched.co/7/8c/6249534/avatar.jpg?2ec,,,,
avatar for Pricing Innovations (Host),2018,1,,,Pricing Canvas Workshop,//avatars.sched.co/5/65/6078316/avatar.jpg?d71,,,,
avatar for Prime Digital Academy (Host),2018,1,,,MN Start Up Panel,//avatars.sched.co/7/34/6078274/avatar.jpg?fd6,,,,
avatar for Putt Masters,2018,1,,,MacGo Night,//avatars.sched.co/3/55/5915958/avatar.jpg?83c,,,,
avatar for Rahul Bhojwani,2023,3,"1848 Ventures | EchelonAs an experienced data science leader with over 20 years experience, I've led teams to develop advanced tools, including computer vision and predictive pricing models. I've also founded and sold a successful data science business to GM. My expertise lies in applying data science to...Read More →",,Embracing the Future: Integrating AI Innovation in Your Product; Embracing the Future: Integrating AI Innovation in Your Product; The AI Canvas Unleashed: Crafting Brand Stories and Videos using Generative AI,//avatars.sched.co/d/03/19030029/avatar.jpg?ec5,,,,
avatar for Ralph Asher,2023,1,Data Driven Supply Chain LLC,,Ralph Asher Supply Chains Talk,//avatars.sched.co/4/32/18338031/avatar.jpg?671,,,,
avatar for Ramsey Shaffer,2023,1,,,1st Annual OnlyFounders Bags Tournament,//avatars.sched.co/9/ab/19170150/avatar.jpg?c2f,,,,
avatar for Ranelle Kirchner,2018,1,"Certified Diabetic Educator, and Le Cordon Bleu culinary graduate with a passion for health and wellness, and a desire to help you understand yours.",,Beta Breakfast II: Revolutionary Food Innovations of 2018,//avatars.sched.co/b/f6/6285004/avatar.jpg?80c,,,,
avatar for Red Bull (Host),2018,1,,,The Power of Your Personal Brand - Red Bull Athlete and Artist Workshop & Tell-a,//avatars.sched.co/c/2a/6077398/avatar.jpg?ed2,,,,
avatar for Reed Robinson,2023,4,Groove Capital | M25,,"Fundraising Level Set: The Who, What, and Why of Venture Capital. And Other Non-; Fundraising Level Set: The Who, What, and Why of Venture Capital. And Other Non-; Fundraising Level Set: The Who, What, and Why of Venture Capital. And Other Non-",//avatars.sched.co/8/18/1798156/avatar.jpg?b92,,,,
avatar for Regina Hepp,2023,1,"The Rejuvi Venture Inc.Regina Hepp, Rejuvi Principal and Founder,is a leader development, organization development and business planning expert and influencer.Widely recognized as an exceptionally creative results-oriented strategist, she effortlessly leads large-scale, enterprise-wide initiatives. Regina has brought her signature brand of transformation and growth to Fortune 500 organizations across four continents for more than 30 years...Read More →",,Attempting to Disrupt an Entrenched Category and Becoming a Category Pirate,//avatars.sched.co/2/a4/19214220/avatar.jpg?25c,,,,
avatar for Renita Faye,2023,1,Addwomxn,,Leadership Lessons: Feeling Our Way Beyond Allyship,//avatars.sched.co/c/ed/19185917/avatar.jpg?1d5,,,,
avatar for Retail Industry Panel,2018,1,,,Entrepreneur Expo,//avatars.sched.co/1/68/6016282/avatar.jpg?67e,,,,
avatar for Rica Silvey,2023,1,WeWork,,WeWork x TriNet Networking Mixer,//avatars.sched.co/0/89/19228410/avatar.jpg?3e5,,,,
avatar for Rich Thomsen,2023,1,Making the Fire,,Leaf Secrets - Connect with Nature,//avatars.sched.co/7/7a/19170059/avatar.jpg?6b9,,,,
avatar for Richard Anderson,2018,1,"New LionRichard has expertise in senior level full-stack software development, machine learning, gamification, user experience (UX) design, user interface (UI) design, product strategy, business operations and game development. As the CEO at New Lion, he helps people launch and scale digital...Read More →",,Low-Cost Validation: What We've Learned From Helping 100+ Startups,//avatars.sched.co/7/f2/5914714/avatar.jpg?2ad,,,,
avatar for Rick Brimacomb,2018,3,"Brimacomb & AssociatesRick has been a venture capitalist, advising and investing in hundreds of emerging companies, for 25+ years. He founded the Brimacomb Capital venture fund and co-founded the Sherpa Partners venture capital fund, both early-stage venture capital firms. His earlier experience includes...Read More →",,Raising capital: It can’t be that hard… Right?; Raising capital: It can’t be that hard… Right?; You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic,//avatars.sched.co/e/ad/6179941/avatar.jpg?89e,,,,
avatar for Rick Kupchella,2018,1,i.e.network,,Lola Red Presents How Media is Changing,//avatars.sched.co/d/69/5914889/avatar.jpg?f53,,,,
avatar for Rob Weber,"2018, 2023",4,"Great North LabsRob Weber was the CEO and Co-founder of NativeX, a mobile ad-tech company he founded as a student at St. Cloud State with his twin brother Ryan. Rob has served on various startup boards, as well as the board of Minnestar. He is an active angel investor through his family office, 32...Read More → | Great North Ventures | Groove Capital",,Great North Labs Startup Ecosystem Talk and Pre-TedX Happy Hour; Founders X Funders: Venture Capital in 2023; Founders X Funders: Venture Capital in 2023,//avatars.sched.co/4/52/5912786/avatar.jpg?a2c,,,,
avatar for Robert Keeley,2023,1,CLA (CliftonLarsonAllen LLP),,Strategies for Business Growth and Funding,//avatars.sched.co/b/be/6095902/avatar.jpg?d76,,,,
avatar for Rohit Shukla,2018,1,"Larta InstituteHe founded the Larta Institute in 1993 and incorporated it as an independent non-profit organization in 1997. It is a mission based organization, focused on the transformation of ideas into enterprises working to feed the world, fuel the world and heal the world. Larta designs and...Read More →",,You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic,//avatars.sched.co/6/21/6179710/avatar.jpg?f24,,,,
avatar for Roomera Inc. (Host),2018,1,,,The Future of Immersive Experiences - Panel Discussion,//avatars.sched.co/a/f8/6169060/avatar.jpg?497,,,,
avatar for Russ Straate,2023,1,University of Minnesota - Technology Commercialization,,Strategies for Business Growth and Funding,//avatars.sched.co/9/c7/19261962/avatar.jpg?5ab,,,,
avatar for Ryan Weber,2018,1,"Managing Partner, Great North Labs",,Minimal Lovable Product,//avatars.sched.co/e/1d/5916017/avatar.jpg?c4d,,,,
avatar for STAR (Host),2018,1,,,The Story of Chuck & Don’s: How “Man’s Best Friend” Turned Friends into Entrepre,//avatars.sched.co/6/03/6168646/avatar.jpg?bb2,,,,
avatar for Sabina Saksena,2018,2,"CEO, CytilifeFounder and CEO, Cytilife a ‘Smart Campus’ company. Sabina working with higher ed, retail and corporate to improve the productivity, health and wellness and overall happiness index of thousands of people who live, work and play within these campuses, leveraging Internet of Things...Read More →",,And you thought only you could be Smart! Smart Cities and Communities are changi; Edtech Founders' Forum,//avatars.sched.co/6/27/5967448/avatar.jpg?f4c,,,,
avatar for Salo,2018,1,,,When to Hire a CFO for your Fast-Growth Business,//avatars.sched.co/c/7d/6137230/avatar.jpg?f45,,,,
avatar for Sam Heyer,2018,1,"CEO, Engage the CrowdAs a startup founder, investor, and growth advisor, Sam has worked with dozens of companies from conception to execution. His expertise is in finding the most effective strategies for launching and scaling customer acquisition for high growth businesses. Most recently he was part...Read More →",,Low-Cost Validation: What We've Learned From Helping 100+ Startups,//avatars.sched.co/b/09/5914720/avatar.jpg?216,,,,
avatar for Samantha Porter,2018,1,"University of MinnesotaSamantha Thi Porter is a Ph.D. candidate in Anthropology and a Digital Preservation Specialist at the University of Minnesota. An archaeologist by training, she has helped develop new methodologies for creating and disseminating 3D models of artifacts and archaeological sites. Her...Read More →",,The Future of Immersive Experiences - Panel Discussion,//avatars.sched.co/a/c1/6005083/avatar.jpg?a83,,,,
avatar for Sandra Rieger,2023,2,"SR&Co. / Coldwell Banker Minneapolis LakesTo complement her work in the area of real estate development with Sandra Rieger & Co. (SR&Co.), Sandra holds a Minnesota Real Estate License with Coldwell Banker Minneapolis Lakes and has localized market expertise that further informs real estate development strategy, concept, and...Read More →",,"Confronting Climate Change with Leading Edge, Sustainable Housing Development; Confronting Climate Change with Leading Edge, Sustainable Housing Development",//avatars.sched.co/a/c2/19172325/avatar.jpg?acb,,,,
avatar for Sara M. Russick,2018,1,which she cofounded with the mission of creating many more successful women entrepreneurs and investors. The core belief that investing in the growth of the leader alongside the growth of the company to achieve greater results is delivered...Read More →,,"By, For, With: Investing in Diversity",//avatars.sched.co/9/93/6091972/avatar.jpg?802,,,,
avatar for Sara Pelissero,2018,3,Nitro Ice Cream,,Lola Red Presents How Media is Changing; Liquid Nitrogen Ice Cream Social at UEL!; Liquid Nitrogen Ice Cream Social at UEL!,//avatars.sched.co/6/31/6314904/avatar.jpg?349,,,,
avatar for Sara Russick,"2018, 2023",3,Gopher Angels | Gopher Angels & Capita 3 Fund,,How to Finance Your Startup; VC Day Founders and Funders Happy Hour; VC Day Founders and Funders Happy Hour,//avatars.sched.co/3/dc/5804407/avatar.jpg?97a,,,,
avatar for Sarah Olson,2023,1,Minnestar,,Minnedemo39,//avatars.sched.co/0/a3/19196981/avatar.jpg?86a,,,,
avatar for Sarah Schoolcraft,2018,1,"phDataSarah is an Employee Experience Manager at phData in Minneapolis. She has worked in people operations roles for over a decade, at non-profit and for-profit organizations, both in the US and abroad. She is committed to creating a continually improving employee experience and believes...Read More →",,Scaling Company Culture as you and your Business Grow,//avatars.sched.co/1/91/5947990/avatar.jpg?3ec,,,,
avatar for Sasha DeMarre,2018,1,"Total ExpertSasha DeMarre was local tech rocket ship When I Work's first sales hire. She served as SDR, AE, Customer Success specialist & Solutions Engineer simultaneously. She was the force behind their explosive growth & is one of the most respected sales women in the field today. Currently...Read More →",,Coffee & Closers :: Women in Sales,//avatars.sched.co/2/fa/5921207/avatar.jpg?1f7,,,,
avatar for Savannah Guiang,2023,3,,,Investing in Digitally Native Companies with Atland Ventures; Investing in Digitally Native Companies with Atland Ventures; Investing in Digitally Native Companies with Atland Ventures,//avatars.sched.co/2/13/19030056/avatar.jpg?b19,,,,
avatar for Scott Burns,2018,1,"StructuralAs the co-founder and CEO of GovDelivery which he helped grow from a basement to 250 people, Scott ultimately led or assisted in closing annual contracts totally over $30M including a $5M+ annual agreement with a major federal agency. GovDelivery was sold to Vista Equity Partners...Read More →",,Coffee & Closers :: CEOs that Sell,//avatars.sched.co/e/c4/5966755/avatar.jpg?2da,,,,
avatar for Scott Litman,2018,2,"Managing Partner, Equals 3Scott Litman has been labeled the ""sales godfather"" of our local tech startup community by some wildly respected founders. He has a dangerous skill set that includes being able to sell both tech product AND service equally well while being a leader his teammates respect. He led Magnet360...Read More →",,Coffee & Closers :: CEOs that Sell; Begin with the End in Mind: This Endeavor is a Smashing Success...Now What?,//avatars.sched.co/1/77/5912310/avatar.jpg?855,,,,
avatar for Scott Nelson,2018,1,"Digi InternationalScott Nelson, CPO and VP of Product at Digi International. Mr. Nelson is responsible for directing the company’s vision, strategy, and product roadmaps in collaboration with Research and Development, Sales, and Operations. Mr. Nelson was most recently Chief Technical Officer (CTO...Read More →",,Smart Strategies to Start a Product-Focused Business,//avatars.sched.co/b/7f/5916031/avatar.jpg?fcc,,,,
avatar for Sean Higgins,2018,1,"TechStarsSean is a top funnel sales EXPERT. He proved this as co-founder of ilos, a video platform that lets you record videos and instantly share them on the cloud, where he led the team from 0 to over $1 Million in annual recurring subscription revenue. His expertise has been featured by...Read More →",,Coffee & Closers :: Sales Challenges Solved LIVE,//avatars.sched.co/e/93/5914728/avatar.jpg?327,,,,
avatar for Seann Dikkers,2018,1,"Bethel UniversityTeacher, Principal, and Researcher. Experience with curriculum and game design, educational policy, leadership, and interest in interactive media in education. Specialties: Curriculum Design, Interactive Media, Education Leadership, Educational Game Design",,Edtech Founders' Forum,//avatars.sched.co/8/87/5912806/avatar.jpg?884,,,,
avatar for Seijen Takamura,2018,1,"US BankSeijen loves helping humans and believes the needs of people lie at the core of every truly innovative idea. He revels in the opportunity to uncover those human needs and steward them towards the creation of products, services, and stories. Currently he is a Design Lead at U.S. Bank...Read More →",,No Silver Bullet: How A Magical Mix of Design Methods Helps U.S. Bank Create the,//avatars.sched.co/6/16/5804382/avatar.jpg?9db,,,,
avatar for Service Industry Panel,2018,1,"a music school, a health and beauty salon, and more.  For forty years, WomenVenture has provided women of all ages, cultures...Read More →",,Entrepreneur Expo,//avatars.sched.co/2/3b/6016273/avatar.jpg?aa8,,,,
avatar for Sezzle (Host),2018,1,,,Meet the MN Fintechs,//avatars.sched.co/3/7b/6077848/avatar.jpg?65c,,,,
avatar for Shannon Hady,2023,1,Creatively Focused,,From Vision to Reality: Crafting Values that Define Your Startup's Culture,//avatars.sched.co/6/45/12956285/avatar.jpg?c03,,,,
avatar for Shannon Schlecht,2018,1,"Agricultural Utilization Research Institute (AURI)Shannon M. Schlecht, Executive Director of the Agricultural Utilization Research Institute (AURI) is responsible for the overall strategic and operational oversight for the organization’s staff, programs and execution of its mission. AURI provides technical services to businesses...Read More →",,You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic,//avatars.sched.co/4/56/6179740/avatar.jpg?bdc,,,,
avatar for Shannon Shroyer,2023,8,JPMorgan | Koley Jessen | Techstars,,"Fundraising Level Set: The Who, What, and Why of Venture Capital. And Other Non-; How To Raise Seed Capital From VCs: The Process For A Successful Fundraise; Leveling the Playing Field: Understanding Term Sheets & What is Being Negotiated",//avatars.sched.co/4/fb/18935898/avatar.jpg?976,,,,
avatar for Shannon Stauff,2023,4,Aloud | Cadre | Scalable Care | mySHO,,AI and Mental Health: How to Use Humans & AI to Stop Living in Survival Mode; AI and Mental Health: How to Use Humans & AI to Stop Living in Survival Mode; AI and Mental Health: How to Use Humans & AI to Stop Living in Survival Mode,//avatars.sched.co/6/de/19182063/avatar.jpg?ebb,,,,
avatar for Shawn Stavseth,2018,1,Technovation[MN] / Cargill,,Technovation[MN] Mentor Happy Hour *External Registration Required*,//avatars.sched.co/8/94/5912534/avatar.jpg?80a,,,,
avatar for Shawntera Hardy,2018,1,"Minnesota Department of Employment and Economic DevelopmentShawntera Hardy was appointed by Governor Mark Dayton to serve as Commissioner of Employment and Economic Development (DEED) on April 14, 2016. As Commissioner of the state's principal economic development agency, she is focused on creating jobs, promoting business recruitment, expansion...Read More →",,Entrepreneur Expo,//avatars.sched.co/8/b8/5929962/avatar.jpg?b0e,,,,
avatar for Silicon Prairie Portal & Exchange (Host),2018,1,,,Initial Crowd Offering (ICO) : Going Public Using Investment Crowdfunding,//avatars.sched.co/8/2a/6078124/avatar.jpg?d87,,,,
avatar for Siobhan Ehle,2023,1,,,Unleash Your Leadership as an Entrepreneur,//avatars.sched.co/0/3b/19180478/avatar.jpg?0ac,,,,
avatar for Social Enterprise Alliance Twin Cities (Host),2018,1,,,Leading With Purpose: Exploring Business Structures for Mission-Driven Companies,//avatars.sched.co/e/0b/6077416/avatar.jpg?9bf,,,,
avatar for Sofia Fund (Host),2018,1,,,Office Hours with Sofia Fund *External Registration Required*,//avatars.sched.co/b/da/6077833/avatar.jpg?803,,,,
avatar for Software for Good (Host),2018,1,,,Start Up Your App,//avatars.sched.co/c/71/6168649/avatar.jpg?47f,,,,
avatar for Spaces North Loop (Host),2018,1,,,Beta Breakfast II: Revolutionary Food Innovations of 2018,//avatars.sched.co/3/9e/6285024/avatar.jpg?0c7,,,,
avatar for Spot,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/b/ec/6324159/avatar.jpg?ffd,,,,
avatar for Stay Woke Poetry,2018,1,,,MacGo Night,//avatars.sched.co/a/33/5915959/avatar.jpg?dec,,,,
avatar for Stephanie Hammes-Betti,2018,1,"Innovation Design, US BankStephanie Hammes-Betti is Senior Vice President of Innovation Design for the U.S. Bank Innovation Team. Her team of Innovation practitioners play a lead role in exploring the ""fuzzy front-end"" of Innovation, providing thought leadership on emerging trends, managing the U.S. Bank Innovation...Read More →",,No Silver Bullet: How A Magical Mix of Design Methods Helps U.S. Bank Create the,//avatars.sched.co/0/40/5914810/avatar.jpg?d82,,,,
avatar for Stephanie Rich,2023,1,"Platform, Bread & Butter VenturesStephanie Rich is Partner, Platform at B&B where she works to add continuous value to portfolio companies and founders. She is the former Entrepreneur-in-Residence at Techstars Farm to Fork Accelerator in partnership with Cargill and Ecolab. Steph has worked with numerous early stage...Read More →",,How To Raise Seed Capital From VCs: The Process For A Successful Fundraise,//avatars.sched.co/7/fd/19238927/avatar.jpg?e00,,,,
avatar for Stephanie Shimp,2018,1,"Blue Plate RestaurantsStephanie Shimp is co-owner of Blue Plate Restaurant Company. Blue Plate Restaurant Company was started by David Burley and Shimp in 1993 when they opened their first restaurant, Highland Grill, in the Highland neighborhood in St. Paul. They now employ over 600 people and have 8 brick...Read More →",,The Best Product You've Never Heard of . . . How to get your Story out in the Ch,//avatars.sched.co/d/cb/6056341/avatar.jpg?966,,,,
avatar for Stephen Eigenmann,2023,1,,,"The Past, Present, Future of the Minnesota Cannabis Industry",//avatars.sched.co/d/40/19179791/avatar.jpg?607,,,,
avatar for Stephen P. Charbonnet,2018,1,"Messerli KramerStephen Charbonnet practices in the areas of mergers and acquisitions, finance, securities, venture capital, private equity, intellectual property and general business counsel. Stephen represents clients of all sizes in a wide variety of transactional matters, including technology...Read More →",,Preparing Your Startup For Investment,//avatars.sched.co/6/1f/5914882/avatar.jpg?702,,,,
avatar for Steve Dubbles,2018,1,,,The Best Product You've Never Heard of . . . How to get your Story out in the Ch,//avatars.sched.co/2/89/5920097/avatar.jpg?697,,,,
avatar for Steve Polacek,2018,1,"Capella ( Now Strategic Education, Inc. )",,What's Happening with Recent Edtech Exits?,//avatars.sched.co/6/87/5954683/avatar.jpg?762,,,,
avatar for Steve Young,2018,1,"Managing Director, Sunrise Strategic Partners",,Continued Rise of Small Food Brands - Food Ag Ideas Week *External Registration ,//avatars.sched.co/f/45/5974978/avatar.jpg?ae9,,,,
avatar for Stratyfy,2018,1,,,Pitchfest in the Midwest *External Registration Required*,//avatars.sched.co/d/0b/6324166/avatar.jpg?593,,,,
avatar for Sundberg Tax & Consulting (Host),2018,1,,,$10 Million of Tax-Free Small Biz Income & Other Things You Should Know,//avatars.sched.co/a/5d/6168622/avatar.jpg?775,,,,
avatar for Susan Hammel,2018,1,"Cogent Consulting, Inc.Ever since being told that girls aren’t supposed to be good at math, Susan has been passionate about empowering women through financial acumen. Starting her career working for nonprofit MassPIRG, Susan quickly realized that to change the world she needed to convince those with capital...Read More →",,"By, For, With: Investing in Diversity",//avatars.sched.co/e/cd/5912794/avatar.jpg?c5c,,,,
avatar for Susan Haugen,2023,1,"Scouts TalentSusan has worked in the world of finance and accounting—in a wide range of roles—for over 25 years.  After a corporate career, she became a respected consultant and now draws on that experience to work with other consultants - identifying talent and encouraging their strengths...Read More →",,Fractional Finance Demystified,//avatars.sched.co/d/28/19291608/avatar.jpg?793,,,,
avatar for Susan Langer,2018,1,"Live Give SaveSusan’s 30+ year career spans corporate, entrepreneurial and nonprofit sectors within financial services, marketing and international development. Corporate alliances include: General Mills, Cargill, Buhler, DSM, USAID, World Vision, US Bank, H&R Block, Periscope, and Campbell Mithun...Read More →",,Meet the MN Fintechs,//avatars.sched.co/9/b9/5914768/avatar.jpg?855,,,,
avatar for Suzy Kaback,2023,1,"most recently in the Education department at St. Catherine University in St. Paul, MN.  Before she became a professor, she was an elementary classroom teacher in Maine and Massachusetts, experiences she...Read More →",,Classroom Kickoff: ChatGPT Insights and Strategies for Back-to-School Success,//avatars.sched.co/1/bf/19215383/avatar.jpg?e64,,,,
avatar for TECHdotMN (Host),2018,1,,,TECHdotMN /PLAY + VOXEL VIRTUAL REALITY ARCADE *External Registration Required*,//avatars.sched.co/8/87/6078535/avatar.jpg?54f,,,,
avatar for Tammy Lee,2018,1,"Recombinetics IncTammy Lee has more than 15 years of executive experience and currently serves as President and CEO for Recombinetics, a global leader in gene-edited animals for biomedical research; animal welfare; and safe, healthy food production.Tammy brings a breadth and depth of business experience to the role of CEO.  She’s held senior executive roles in large, complex, multinational businesses including Vice President of Corporate Affairs at Carlson companies, a global leader in hospitality and travel. She was Vice...Read More →",,Game Changers Track - MANOVA Global Summit on the Future of Health in Medical Al,//avatars.sched.co/0/85/5955616/avatar.jpg?5c8,,,,
avatar for Tammy Livingston,2023,1,"The Golden Line Coaching & ConsultingI’m a 20-year veteran of project and product management. In that time, I’ve worked for and with countless start-ups. As a coach/consultant, I help people achieve focus so their limited time, energy and resources can be put toward what matters most. Ask me about: Death by Meeting...Read More →",,Is your strategy focused or do you have FOMO?,//avatars.sched.co/6/73/19180436/avatar.jpg?6a4,,,,
avatar for Tavia Cummings,2023,3,Authentic Brand | ConnectUP! Institute,,Empower Your Pitch: Mastering Business Presentation Skills Workshop; Empower Your Pitch: Mastering Business Presentation Skills Workshop; Empower Your Pitch: Mastering Business Presentation Skills Workshop,//avatars.sched.co/c/ee/14786250/avatar.jpg?bec,,,,
avatar for Teague Orgeman,2018,2,Starting 11,,Play the Odds: The Future and Impact of Sports Betting; Minimal Lovable Product,//avatars.sched.co/0/0f/5912795/avatar.jpg?a48,,,,
avatar for Techstars Farm 2 Fork,2018,1,,,The Best from the Midwest - Discussion between Accelerator Leaders *External Reg,//avatars.sched.co/1/25/6250917/avatar.jpg?924,,,,
avatar for Techstars Farm to Fork Accelerator (Host),2018,1,,,Techstars Farm to Fork Demo Day *External Registration Required*,//avatars.sched.co/4/3b/6078619/avatar.jpg?a80,,,,
avatar for Techstars Retail (Host),2018,1,,,Techstars Retail Demo Day *External Registration Required*,//avatars.sched.co/5/84/6168841/avatar.jpg?6f8,,,,
